id	char
301	京
302	亭
303	亮
304	亲
305	亵
306	人
307	亿
308	什
309	仁
310	仃
311	仄
312	仅
313	仆
314	仇
315	今
316	介
317	仍
318	从
319	仓
320	仔
321	仕
322	他
323	仗
324	付
325	仙
326	代
327	令
328	以
329	仪
330	们
331	仰
332	仲
333	仵
334	件
335	价
336	任
337	份
338	仿
339	伊
340	伍
341	伏
342	伐
343	休
344	众
345	优
346	伙
347	会
348	伞
349	伟
350	传
351	伤
352	伦
353	伫
354	伯
355	估
356	伴
357	伶
358	伸
359	伺
360	似
361	伽
362	但
363	位
364	低
365	住
366	佐
367	佑
368	体
369	何
370	余
371	佚
372	佛
373	作
374	佞
375	你
376	佣
377	佩
378	佯
379	佳
380	佻
381	使
382	侄
383	侈
384	例
385	侍
386	侑
387	供
388	依
389	侠
390	侥
391	侦
392	侧
393	侪
394	侬
395	侮
396	侯
397	侵
398	便
399	促
400	俄
401	俊
402	俏
403	俐
404	俗
405	俘
406	保
407	俞
408	俟
409	信
410	俦
411	俨
412	俩
413	俭
414	修
415	俯
416	俱
417	俵
418	俸
419	俺
420	俾
421	倍
422	倏
423	倒
424	倔
425	倘
426	候
427	倚
428	借
429	倡
430	倦
431	倩
432	倪
433	倬
434	倭
435	债
436	值
437	倾
438	偃
439	假
440	偈
441	偌
442	偏
443	偕
444	做
445	停
446	健
447	偶
448	偷
449	偿
450	傅
451	傍
452	傧
453	储
454	催
455	傲
456	傻
457	像
458	僚
459	僧
460	僭
461	僵
462	僻
463	儒
464	儿
465	兀
466	允
467	元
468	兄
469	充
470	兆
471	先
472	光
473	克
474	免
475	兑
476	兔
477	兕
478	党
479	兜
480	兢
481	入
482	全
483	八
484	公
485	六
486	兮
487	兰
488	共
489	关
490	兴
491	兵
492	其
493	具
494	典
495	兹
496	养
497	兼
498	兽
499	冀
500	内
501	冉
502	册
503	再
504	冒
505	冗
506	写
507	军
508	农
509	冠
510	冢
511	冤
512	冥
513	冬
514	冯
515	冰
516	冲
517	决
518	况
519	冶
520	冷
521	冻
522	冽
523	净
524	凄
525	准
526	凉
527	凋
528	凌
529	减
530	凑
531	凛
532	凝
533	几
534	凡
535	凤
536	凫
537	凭
538	凯
539	凰
540	凳
541	凶
542	凸
543	凹
544	出
545	击
546	凿
547	刀
548	刁
549	分
550	切
551	刎
552	刑
553	划
554	列
555	刘
556	则
557	刚
558	创
559	初
560	删
561	判
562	刨
563	利
564	别
565	刮
566	到
567	制
568	刷
569	券
570	刹
571	刺
572	刻
573	剁
574	剂
575	剃
576	削
577	剌
578	前
579	剐
580	剑
581	剔
582	剖
583	剥
584	剧
585	剩
586	剪
587	副
588	割
589	剿
590	劈
591	力
592	劝
593	办
594	功
595	加
596	务
597	劣
598	动
599	助
600	努
601	劫
602	励
603	劲
604	劳
605	劾
606	势
607	勃
608	勇
609	勉
610	勋
611	勒
612	勖
613	勘
614	募
615	勤
616	勾
617	勿
618	匀
619	包
620	匆
621	匈
622	化
623	北
624	匙
625	匝
626	匠
627	匡
628	匣
629	匪
630	匮
631	匹
632	区
633	医
634	匾
635	匿
636	十
637	千
638	升
639	午
640	卉
641	半
642	华
643	协
644	卑
645	卒
646	卓
647	单
648	卖
649	南
650	博
651	卜
652	占
653	卤
654	卦
655	卧
656	卫
657	卯
658	印
659	危
660	即
661	却
662	卵
663	卷
664	卸
665	卿
666	厂
667	厄
668	厅
669	历
670	厉
671	压
672	厌
673	厕
674	厘
675	厚
676	厝
677	原
678	厢
679	厥
680	厦
681	厨
682	厮
683	去
684	县
685	参
686	又
687	叉
688	及
689	友
690	双
691	反
692	发
693	叔
694	取
695	受
696	变
697	叙
698	叛
699	叠
700	口
701	古
702	句
703	另
704	叨
705	叩
706	只
707	叫
708	召
709	叭
710	叮
711	可
712	台
713	叱
714	史
715	右
716	叵
717	叶
718	号
719	司
720	叹
721	叽
722	吁
723	吃
724	各
725	吆
726	合
727	吉
728	吊
729	同
730	名
731	后
732	吏
733	吐
734	向
735	吓
736	吕
737	吗
738	君
739	吝
740	吞
741	吟
742	吣
743	否
744	吧
745	吩
746	含
747	听
748	启
749	吱
750	吴
751	吵
752	吸
753	吹
754	吻
755	吾
756	呀
757	呆
758	呈
759	告
760	呕
761	员
762	呛
763	呜
764	呢
765	呦
766	周
767	呱
768	呲
769	味
770	呵
771	呶
772	呷
773	呸
774	呻
775	呼
776	命
777	咀
778	咂
779	和
780	咏
781	咐
782	咒
783	咕
784	咙
785	咚
786	咛
787	咤
788	咧
789	咨
790	咬
791	咭
792	咯
793	咱
794	咳
795	咸
796	咻
797	咽
798	哀
799	品
800	哄
801	哆
802	哇
803	哈
804	哉
805	响
806	哎
807	哑
808	哗
809	哝
810	哟
811	哥
812	哦
813	哧
814	哨
815	哩
816	哪
817	哭
818	哼
819	哽
820	唆
821	唇
822	唉
823	唏
824	唐
825	唠
826	唣
827	唤
828	唧
829	唪
830	唬
831	唯
832	唰
833	唱
834	唳
835	唼
836	唾
837	唿
838	啃
839	啄
840	商
841	啊
842	啐
843	啕
844	啖
845	啬
846	啷
847	啸
848	啻
849	啼
850	啾
851	喀
852	喂
853	喃
854	善
855	喇
856	喉
857	喊
858	喋
859	喏
860	喑
861	喘
862	喜
863	喝
864	喧
865	喳
866	喷
867	喻
868	喽
869	嗄
870	嗅
871	嗌
872	嗐
873	嗓
874	嗔
875	嗜
876	嗟
877	嗡
878	嗣
879	嗤
880	嗬
881	嗳
882	嗷
883	嗽
884	嘁
885	嘈
886	嘉
887	嘎
888	嘘
889	嘟
890	嘱
891	嘲
892	嘴
893	嘶
894	嘻
895	噎
896	噔
897	噗
898	噙
899	噜
900	噤
901	器
902	噪
903	噫
904	噭
905	嚎
906	嚏
907	嚷
908	嚼
909	囊
910	囔
911	囚
912	四
913	回
914	囟
915	因
916	团
917	园
918	困
919	围
920	囹
921	固
922	国
923	图
924	圃
925	圄
926	圆
927	圈
928	圊
929	土
930	圣
931	在
932	圭
933	地
934	圹
935	场
936	址
937	均
938	坊
939	坍
940	坎
941	坏
942	坐
943	坑
944	块
945	坚
946	坛
947	坞
948	坟
949	坠
950	坡
951	坤
952	坦
953	坳
954	坷
955	垂
956	垄
957	垒
958	垛
959	垢
960	垣
961	垤
962	垦
963	垫
964	埂
965	埃
966	埋
967	城
968	埘
969	埠
970	培
971	基
972	堂
973	堆
974	堑
975	堕
976	堡
977	堤
978	堪
979	堵
980	塌
981	塍
982	塑
983	塔
984	塘
985	塞
986	填
987	塾
988	墀
989	境
990	墅
991	墓
992	墙
993	增
994	墟
995	墨
996	墩
997	壁
998	壅
999	壑
1000	壤
1001	士
1002	壬
1003	壮
1004	声
1005	壳
1006	壶
1007	处
1008	备
1009	复
1010	夏
1011	夔
1012	夕
1013	外
1014	夙
1015	多
1016	夜
1017	够
1018	夤
1019	大
1020	天
1021	太
1022	夫
1023	夭
1024	央
1025	夯
1026	失
1027	头
1028	夷
1029	夸
1030	夹
1031	夺
1032	奁
1033	奄
1034	奇
1035	奈
1036	奉
1037	奋
1038	奎
1039	奏
1040	契
1041	奔
1042	奕
1043	奖
1044	套
1045	奚
1046	奠
1047	奢
1048	奥
1049	女
1050	奴
1051	奶
1052	奸
1053	好
1054	如
1055	妃
1056	妄
1057	妆
1058	妇
1059	妈
1060	妍
1061	妒
1062	妓
1063	妖
1064	妙
1065	妞
1066	妥
1067	妨
1068	妩
1069	妪
1070	妯
1071	妹
1072	妻
1073	妾
1074	姆
1075	姊
1076	始
1077	姐
1078	姑
1079	姓
1080	委
1081	姜
1082	姝
1083	姣
1084	姥
1085	姨
1086	姬
1087	姹
1088	姻
1089	姽
1090	姿
1091	威
1092	娃
1093	娄
1094	娆
1095	娇
1096	娈
1097	娉
1098	娌
1099	娑
1100	娘
1101	娜
1102	娟
1103	娣
1104	娥
1105	娲
1106	娴
1107	娶
1108	娼
1109	婆
1110	婉
1111	婚
1112	婢
1113	婪
1114	婳
1115	婵
1116	婶
1117	婷
1118	婺
1119	婿
1120	媒
1121	媖
1122	媚
1123	媛
1124	媪
1125	媳
1126	嫁
1127	嫂
1128	嫉
1129	嫌
1130	嫒
1131	嫔
1132	嫖
1133	嫠
1134	嫡
1135	嫣
1136	嫦
1137	嫩
1138	嫱
1139	嬉
1140	嬗
1141	嬷
1142	孀
1143	子
1144	孔
1145	孕
1146	字
1147	存
1148	孙
1149	孝
1150	孟
1151	季
1152	孤
1153	学
1154	孩
1155	孰
1156	孳
1157	孺
1158	孽
1159	宁
1160	宅
1161	宇
1162	守
1163	安
1164	宋
1165	完
1166	宏
1167	宓
1168	宗
1169	官
1170	定
1171	宛
1172	宜
1173	宝
1174	实
1175	宠
1176	审
1177	客
1178	宣
1179	室
1180	宥
1181	宦
1182	宪
1183	宫
1184	宰
1185	害
1186	宴
1187	宵
1188	家
1189	宸
1190	容
1191	宽
1192	宾
1193	宿
1194	寂
1195	寄
1196	寅
1197	密
1198	寇
1199	富
1200	寐
1201	寒
1202	寓
1203	寝
1204	寞
1205	察
1206	寡
1207	寤
1208	寥
1209	寰
1210	寸
1211	对
1212	寺
1213	寻
1214	导
1215	寿
1216	封
1217	射
1218	将
1219	尉
1220	尊
1221	小
1222	少
1223	尔
1224	尖
1225	尘
1226	尚
1227	尝
1228	尤
1229	尧
1230	尬
1231	就
1232	尴
1233	尸
1234	尹
1235	尺
1236	尼
1237	尽
1238	尾
1239	尿
1240	局
1241	屁
1242	层
1243	屄
1244	居
1245	屈
1246	屉
1247	届
1248	屋
1249	屎
1250	屏
1251	屐
1252	屑
1253	展
1254	属
1255	屠
1256	屣
1257	履
1258	屯
1259	山
1260	岁
1261	岂
1262	岑
1263	岔
1264	岚
1265	岛
1266	岢
1267	岩
1268	岫
1269	岭
1270	岳
1271	岸
1272	峡
1273	峥
1274	峨
1275	峭
1276	峰
1277	峻
1278	崇
1279	崔
1280	崖
1281	崩
1282	崽
1283	嵇
1284	嵌
1285	嵘
1286	嵩
1287	嵬
1288	嶂
1289	巅
1290	巍
1291	川
1292	州
1293	巡
1294	巢
1295	工
1296	左
1297	巧
1298	巨
1299	巫
1300	差
1301	己
1302	已
1303	巳
1304	巴
1305	巷
1306	巾
1307	市
1308	布
1309	帅
1310	帆
1311	师
1312	希
1313	帏
1314	帐
1315	帑
1316	帔
1317	帕
1318	帖
1319	帘
1320	帚
1321	帛
1322	帜
1323	帝
1324	带
1325	席
1326	帮
1327	帷
1328	常
1329	帼
1330	帽
1331	幄
1332	幅
1333	幌
1334	幔
1335	幕
1336	幛
1337	幡
1338	幢
1339	干
1340	平
1341	年
1342	并
1343	幸
1344	幺
1345	幻
1346	幼
1347	幽
1348	广
1349	庄
1350	庆
1351	庇
1352	床
1353	序
1354	庐
1355	庑
1356	库
1357	应
1358	底
1359	庖
1360	店
1361	庙
1362	庚
1363	府
1364	庞
1365	废
1366	度
1367	座
1368	庭
1369	庵
1370	庶
1371	康
1372	庸
1373	庾
1374	廉
1375	廊
1376	延
1377	廷
1378	建
1379	开
1380	异
1381	弃
1382	弄
1383	弈
1384	弊
1385	弋
1386	式
1387	弑
1388	弓
1389	引
1390	弗
1391	弘
1392	弛
1393	弟
1394	张
1395	弥
1396	弦
1397	弯
1398	弱
1399	弹
1400	强
1401	弼
1402	归
1403	当
1404	录
1405	彘
1406	彝
1407	形
1408	彩
1409	彪
1410	彭
1411	彰
1412	影
1413	彷
1414	役
1415	彻
1416	彼
1417	往
1418	征
1419	径
1420	待
1421	徇
1422	很
1423	徊
1424	律
1425	徐
1426	徒
1427	得
1428	徘
1429	御
1430	徨
1431	循
1432	徭
1433	微
1434	徵
1435	德
1436	徽
1437	心
1438	必
1439	忆
1440	忌
1441	忍
1442	忏
1443	忒
1444	忖
1445	志
1446	忘
1447	忙
1448	忝
1449	忠
1450	忡
1451	忤
1452	忧
1453	快
1454	忱
1455	念
1456	忽
1457	忿
1458	怀
1459	态
1460	怂
1461	怄
1462	怅
1463	怎
1464	怏
1465	怒
1466	怔
1467	怕
1468	怖
1469	怜
1470	思
1471	怠
1472	怡
1473	急
1474	怦
1475	性
1476	怨
1477	怪
1478	怯
1479	总
1480	恁
1481	恃
1482	恋
1483	恍
1484	恐
1485	恒
1486	恕
1487	恙
1488	恢
1489	恣
1490	恤
1491	恨
1492	恩
1493	恬
1494	恭
1495	息
1496	恰
1497	恳
1498	恶
1499	恸
1500	恹
1501	恺
1502	恻
1503	恼
1504	恿
1505	悄
1506	悉
1507	悍
1508	悒
1509	悔
1510	悚
1511	悟
1512	悠
1513	患
1514	悦
1515	您
1516	悫
1517	悬
1518	悯
1519	悲
1520	悴
1521	悼
1522	情
1523	惆
1524	惊
1525	惋
1526	惑
1527	惓
1528	惕
1529	惚
1530	惜
1531	惟
1532	惠
1533	惦
1534	惧
1535	惨
1536	惫
1537	惬
1538	惭
1539	惯
1540	惰
1541	想
1542	惶
1543	惹
1544	惺
1545	愁
1546	愆
1547	愈
1548	愍
1549	意
1550	愕
1551	愚
1552	感
1553	愠
1554	愤
1555	愦
1556	愧
1557	愿
1558	慈
1559	慌
1560	慎
1561	慑
1562	慕
1563	慢
1564	慧
1565	慨
1566	慰
1567	慵
1568	慷
1569	憋
1570	憎
1571	憔
1572	憨
1573	憩
1574	憬
1575	憷
1576	憾
1577	懂
1578	懈
1579	懊
1580	懑
1581	懒
1582	懦
1583	懵
1584	戈
1585	戌
1586	戍
1587	戎
1588	戏
1589	成
1590	我
1591	戒
1592	戕
1593	或
1594	戗
1595	战
1596	戚
1597	戟
1598	戥
1599	截
1600	戮
1601	戳
1602	戴
1603	户
1604	戾
1605	房
1606	所
1607	扁
1608	扇
1609	手
1610	才
1611	扎
1612	扑
1613	扒
1614	打
1615	扔
1616	托
1617	扛
1618	扣
1619	执
1620	扪
1621	扫
1622	扬
1623	扭
1624	扮
1625	扯
1626	扰
1627	扳
1628	扶
1629	批
1630	找
1631	承
1632	技
1633	抄
1634	把
1635	抑
1636	抓
1637	投
1638	抖
1639	抗
1640	折
1641	抚
1642	抛
1643	抠
1644	抡
1645	抢
1646	护
1647	报
1648	披
1649	抬
1650	抱
1651	抵
1652	抹
1653	押
1654	抽
1655	抿
1656	拂
1657	拄
1658	担
1659	拆
1660	拇
1661	拈
1662	拉
1663	拌
1664	拍
1665	拐
1666	拒
1667	拔
1668	拖
1669	拗
1670	拘
1671	拙
1672	拚
1673	招
1674	拜
1675	拟
1676	拢
1677	拣
1678	拥
1679	拦
1680	拧
1681	拨
1682	择
1683	括
1684	拭
1685	拮
1686	拱
1687	拳
1688	拴
1689	拶
1690	拷
1691	拼
1692	拽
1693	拾
1694	拿
1695	持
1696	挂
1697	指
1698	按
1699	挑
1700	挖
1701	挝
1702	挞
1703	挟
1704	挠
1705	挡
1706	挣
1707	挤
1708	挥
1709	挨
1710	挪
1711	挫
1712	振
1713	挲
1714	挺
1715	挽
1716	捆
1717	捉
1718	捎
1719	捏
1720	捐
1721	捕
1722	捞
1723	损
1724	捡
1725	换
1726	捣
1727	捧
1728	据
1729	捱
1730	捶
1731	捷
1732	捺
1733	捻
1734	掀
1735	掂
1736	掇
1737	授
1738	掉
1739	掊
1740	掌
1741	掏
1742	掐
1743	排
1744	掖
1745	掘
1746	掠
1747	探
1748	掣
1749	接
1750	控
1751	推
1752	掩
1753	措
1754	掬
1755	掰
1756	掳
1757	掷
1758	掸
1759	掺
1760	揆
1761	揉
1762	揎
1763	描
1764	提
1765	插
1766	揖
1767	握
1768	揣
1769	揩
1770	揪
1771	揭
1772	揲
1773	援
1774	揽
1775	搀
1776	搁
1777	搂
1778	搅
1779	搏
1780	搐
1781	搓
1782	搔
1783	搛
1784	搜
1785	搦
1786	搪
1787	搬
1788	搭
1789	搴
1790	携
1791	摄
1792	摆
1793	摇
1794	摊
1795	摔
1796	摘
1797	摧
1798	摩
1799	摸
1800	摹
1801	撂
1802	撅
1803	撇
1804	撑
1805	撒
1806	撕
1807	撞
1808	撤
1809	撩
1810	播
1811	撮
1812	撰
1813	撵
1814	撷
1815	撺
1816	撼
1817	擂
1818	擅
1819	操
1820	擎
1821	擒
1822	擢
1823	擦
1824	攀
1825	攒
1826	攥
1827	攮
1828	支
1829	收
1830	改
1831	攻
1832	放
1833	政
1834	故
1835	效
1836	敌
1837	敏
1838	救
1839	敔
1840	敕
1841	教
1842	敛
1843	敝
1844	敞
1845	敢
1846	散
1847	敦
1848	敬
1849	数
1850	敲
1851	整
1852	敷
1853	文
1854	斋
1855	斑
1856	斓
1857	斗
1858	料
1859	斛
1860	斜
1861	斝
1862	斟
1863	斤
1864	斧
1865	斩
1866	斫
1867	断
1868	斯
1869	新
1870	方
1871	施
1872	旁
1873	旄
1874	旅
1875	旋
1876	旌
1877	族
1878	旗
1879	无
1880	既
1881	日
1882	旦
1883	旧
1884	旨
1885	早
1886	旬
1887	旱
1888	时
1889	旷
1890	旺
1891	昀
1892	昂
1893	昆
1894	昌
1895	明
1896	昏
1897	易
1898	昔
1899	星
1900	映
1901	春
1902	昧
1903	昨
1904	昭
1905	是
1906	昵
1907	昼
1908	显
1909	晃
1910	晋
1911	晌
1912	晏
1913	晒
1914	晓
1915	晕
1916	晖
1917	晚
1918	晤
1919	晦
1920	晨
1921	普
1922	景
1923	晰
1924	晴
1925	晶
1926	智
1927	晾
1928	暂
1929	暄
1930	暇
1931	暑
1932	暖
1933	暗
1934	暮
1935	暴
1936	暹
1937	曦
1938	曩
1939	曰
1940	曲
1941	曳
1942	更
1943	曷
1944	曹
1945	曼
1946	曾
1947	替
1948	最
1949	月
1950	有
1951	朋
1952	服
1953	朔
1954	朕
1955	朗
1956	望
1957	朝
1958	期
1959	朦
1960	木
1961	未
1962	末
1963	本
1964	札
1965	术
1966	朱
1967	朴
1968	朵
1969	机
1970	朽
1971	杀
1972	杂
1973	权
1974	杆
1975	杉
1976	杌
1977	李
1978	杏
1979	材
1980	村
1981	杓
1982	杖
1983	杜
1984	杞
1985	束
1986	杠
1987	条
1988	来
1989	杨
1990	杩
1991	杪
1992	杭
1993	杯
1994	杰
1995	杳
1996	松
1997	板
1998	极
1999	构
2000	枉
2001	枒
2002	枕
2003	林
2004	枚
2005	果
2006	枝
2007	枢
2008	枣
2009	枪
2010	枫
2011	枯
2012	枰
2013	枳
2014	架
2015	枷
2016	枸
2017	柄
2018	柏
2019	某
2020	染
2021	柔
2022	柘
2023	柚
2024	柜
2025	柢
2026	查
2027	柩
2028	柬
2029	柯
2030	柱
2031	柳
2032	柴
2033	栅
2034	标
2035	栉
2036	栊
2037	栋
2038	栎
2039	栏
2040	树
2041	栖
2042	栗
2043	栩
2044	株
2045	样
2046	核
2047	根
2048	格
2049	栽
2050	桀
2051	桂
2052	桃
2053	框
2054	案
2055	桌
2056	桎
2057	桐
2058	桑
2059	桓
2060	桔
2061	桡
2062	档
2063	桥
2064	桧
2065	桨
2066	桩
2067	桶
2068	梁
2069	梅
2070	梆
2071	梏
2072	梓
2073	梗
2074	梢
2075	梦
2076	梧
2077	梨
2078	梯
2079	械
2080	梳
2081	梵
2082	检
2083	棉
2084	棋
2085	棍
2086	棒
2087	棕
2088	棘
2089	棚
2090	棠
2091	森
2092	棵
2093	棹
2094	棺
2095	椁
2096	椅
2097	椋
2098	植
2099	椒
2100	椽
2101	椿
2102	楚
2103	楞
2104	楠
2105	楣
2106	楫
2107	楷
2108	楸
2109	楹
2110	楼
2111	概
2112	榄
2113	榆
2114	榔
2115	榛
2116	榜
2117	榧
2118	榭
2119	榴
2120	榻
2121	槁
2122	槌
2123	槎
2124	槐
2125	槔
2126	槛
2127	槟
2128	槽
2129	槿
2130	樊
2131	樗
2132	模
2133	樨
2134	横
2135	樯
2136	樱
2137	樵
2138	樽
2139	樾
2140	橄
2141	橇
2142	橙
2143	橛
2144	橱
2145	橼
2146	檀
2147	檐
2148	檠
2149	檫
2150	欠
2151	次
2152	欢
2153	欣
2154	欤
2155	欧
2156	欲
2157	欷
2158	欹
2159	欺
2160	款
2161	歇
2162	歉
2163	歌
2164	止
2165	正
2166	此
2167	步
2168	武
2169	歧
2170	歪
2171	歹
2172	死
2173	殁
2174	殂
2175	殃
2176	殄
2177	殆
2178	殇
2179	殉
2180	殊
2181	残
2182	殒
2183	殓
2184	殚
2185	殡
2186	殴
2187	段
2188	殷
2189	殿
2190	毁
2191	母
2192	每
2193	毒
2194	毓
2195	比
2196	毕
2197	毙
2198	毛
2199	毡
2200	毫
2201	毯
2202	氅
2203	氆
2204	氇
2205	氏
2206	民
2207	气
2208	氤
2209	氲
2210	水
2211	永
2212	汀
2213	汁
2214	求
2215	汇
2216	汉
2217	汕
2218	汗
2219	汝
2220	汞
2221	江
2222	池
2223	污
2224	汤
2225	汪
2226	汰
2227	汲
2228	沁
2229	沈
2230	沉
2231	沌
2232	沏
2233	沐
2234	沓
2235	沙
2236	沟
2237	没
2238	沤
2239	沥
2240	沦
2241	沧
2242	沫
2243	河
2244	沸
2245	油
2246	治
2247	沼
2248	沽
2249	沾
2250	沿
2251	泄
2252	泉
2253	泊
2254	法
2255	泛
2256	泞
2257	泠
2258	泡
2259	波
2260	泣
2261	泥
2262	注
2263	泪
2264	泯
2265	泰
2266	泻
2267	泼
2268	泽
2269	洁
2270	洄
2271	洇
2272	洋
2273	洒
2274	洗
2275	洛
2276	洞
2277	津
2278	洪
2279	洱
2280	洲
2281	活
2282	洼
2283	洽
2284	派
2285	流
2286	浅
2287	浆
2288	浇
2289	浊
2290	测
2291	济
2292	浏
2293	浑
2294	浓
2295	浙
2296	浣
2297	浦
2298	浩
2299	浪
2300	浮
2301	浴
2302	海
2303	浸
2304	涂
2305	消
2306	涉
2307	涌
2308	涎
2309	涕
2310	涛
2311	涝
2312	涞
2313	涤
2314	润
2315	涨
2316	涩
2317	涯
2318	液
2319	涵
2320	涸
2321	淅
2322	淇
2323	淋
2324	淌
2325	淑
2326	淖
2327	淘
2328	淡
2329	淤
2330	淫
2331	淮
2332	深
2333	混
2334	淹
2335	添
2336	清
2337	渊
2338	渍
2339	渎
2340	渐
2341	渔
2342	渗
2343	渚
2344	渠
2345	渡
2346	渣
2347	渥
2348	温
2349	港
2350	渴
2351	游
2352	渺
2353	湃
2354	湍
2355	湖
2356	湘
2357	湫
2358	湮
2359	湾
2360	湿
2361	溃
2362	溅
2363	溆
2364	溉
2365	源
2366	溘
2367	溜
2368	溢
2369	溪
2370	溯
2371	溶
2372	溺
2373	滇
2374	滋
2375	滑
2376	滓
2377	滔
2378	滚
2379	滞
2380	满
2381	滥
2382	滩
2383	滴
2384	漂
2385	漆
2386	漉
2387	漏
2388	漓
2389	演
2390	漕
2391	漠
2392	漫
2393	漱
2394	潇
2395	潘
2396	潜
2397	潢
2398	潦
2399	潭
2400	潮
2401	潸
2402	潺
2403	潼
2404	澄
2405	澌
2406	澡
2407	激
2408	濡
2409	濯
2410	灌
2411	灞
2412	火
2413	灭
2414	灯
2415	灰
2416	灵
2417	灶
2418	灸
2419	灼
2420	灾
2421	灿
2422	炉
2423	炊
2424	炎
2425	炒
2426	炕
2427	炖
2428	炙
2429	炫
2430	炬
2431	炭
2432	炮
2433	炯
2434	炳
2435	炷
2436	炸
2437	点
2438	炼
2439	炽
2440	烁
2441	烂
2442	烈
2443	烘
2444	烙
2445	烛
2446	烟
2447	烤
2448	烦
2449	烧
2450	烫
2451	烬
2452	热
2453	烹
2454	焉
2455	焐
2456	焕
2457	焙
2458	焚
2459	焦
2460	焯
2461	焰
2462	然
2463	煅
2464	煌
2465	煎
2466	煞
2467	煤
2468	照
2469	煨
2470	煮
2471	煽
2472	熄
2473	熊
2474	熏
2475	熔
2476	熙
2477	熟
2478	熨
2479	熬
2480	燃
2481	燎
2482	燔
2483	燕
2484	燥
2485	燹
2486	爆
2487	爨
2488	爪
2489	爬
2490	爰
2491	爱
2492	爵
2493	父
2494	爷
2495	爹
2496	爻
2497	爽
2498	片
2499	版
2500	牌
2501	牍
2502	牖
2503	牙
2504	牛
2505	牝
2506	牟
2507	牡
2508	牢
2509	物
2510	牲
2511	牵
2512	特
2513	犀
2514	犁
2515	犄
2516	犒
2517	犟
2518	犬
2519	犯
2520	状
2521	犹
2522	狂
2523	狄
2524	狈
2525	狍
2526	狎
2527	狐
2528	狗
2529	狞
2530	狠
2531	狡
2532	独
2533	狭
2534	狮
2535	狰
2536	狱
2537	狲
2538	狸
2539	狺
2540	狼
2541	猁
2542	猖
2543	猗
2544	猛
2545	猜
2546	猞
2547	猢
2548	猩
2549	猪
2550	猫
2551	猬
2552	献
2553	猴
2554	猾
2555	猿
2556	獐
2557	獗
2558	獠
2559	獭
2560	獾
2561	玄
2562	率
2563	玉
2564	王
2565	玎
2566	玑
2567	玕
2568	玛
2569	玩
2570	玫
2571	环
2572	现
2573	玲
2574	玳
2575	玷
2576	玺
2577	玻
2578	珀
2579	珊
2580	珍
2581	珐
2582	珑
2583	珞
2584	珠
2585	珩
2586	班
2587	珰
2588	球
2589	琅
2590	理
